Eng Displ,# Cyl,Comb Unadj FE - Conventional Fuel,# Gears,Max Ethanol % - Gasoline,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Lockup Torque Converter,Carline Class Desc,Oil Viscosity,Calc Approach Desc,Label Recalc?
1.4,4,45.1704,1,10.0,2,2,Y,Subcompact Cars,##-##,Derived 5-cycle label,N
,4,37.3778,7,10.0,2,2,Y,Small SUV 4WD,GF-5 0W-20,Derived 5-cycle label,N
2.0,4,31.8129,6,10.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
2.0,4,38.1458,7,10.0,2,2,Y,Subcompact Cars,5W30,Derived 5-cycle label,N
3.5,6,29.6593,1,15.0,2,2,Y,Small SUV 2WD,SAE 0W-20,Derived 5-cycle label,
2.0,4,32.659,7,15.0,2,2,Y,not provided,5W40 VW 50200,Vehicle Specific 5-cycle label,N
3.0,6,31.795,8,15.0,2,2,Y,Midsize Cars,0W20 VW50400,   ,N
2.0,4,44.7549,6,15.0,2,2,Y,Midsize Cars,5W20 API or GF-4,   ,N
3.0,6,33.2486,8,10.0,2,2,Y,Compact Cars,0W20,Derived 5-cycle label,N
,6,25.396,10,15.0,2,2,Y,Standard SUV 2WD,SAE 5W-30 / API SN Plus,Derived 5-cycle label,N
1.6,4,59.2693,6,15.0,2,2,N,not provided,SAE 0W-20 API SN,Vehicle Specific 5-cycle label,N
3.4,6,30.0865,10,15.0,2,2,Y,Midsize Cars,0W-20,   ,N
,8,22.6486,6,10.0,1,1,Y,Standard SUV 2WD,0W20,Derived 5-cycle label,N
4.3,6,21.1049,6,10.0,1,1,Y,Special Purpose Vehicle cab chassis,5W30,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
2.0,4,34.1551,6,15.0,2,2,N,Compact Cars,0W-20 VW50800,   ,N
3.8,8,22.6074,7,10.0,2,2,Y,Two Seaters,0W40,Derived 5-cycle label,N
3.8,8,19.6609,8,10.0,2,2,Y,Standard SUV 4WD,SAE 5W/40 API SL/CF,Derived 5-cycle label,N
5.6,8,19.7138,7,10.0,2,2,Y,Standard SUV 4WD,SAE 0W-20,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,
4.4,8,25.7507,8,10.0,2,2,Y,not provided,5W30,   ,N
2.5,4,39.4416,6,10.0,2,2,N,not provided,GF-5 0W-20,   ,N
5.3,8,22.5168,8,10.0,1,1,Y,Standard Pick-up Trucks 4WD,0W20,Derived 5-cycle label,N
5.0,8,23.4284,8,15.0,2,2,Y,Standard SUV 4WD,0W20,Derived 5-cycle label,N
3.5,6,29.3963,6,10.0,2,2,Y,Small SUV 2WD,0W-20,Derived 5-cycle label,N
1.5,3,40.5483,6,10.0,2,2,Y,Subcompact Cars,0W20,Derived 5-cycle label,N
2.0,4,39.2527,10,10.0,2,2,Y,not provided,0W20,   ,N
3.5,6,20.4407,6,15.0,2,2,Y,Special Purpose Vehicle 4WD,5W30 API SN Plus,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
,4,29.3454,8,10.0,2,2,Y,Small SUV 4WD,5W-30,Derived 5-cycle label,N
3.5,6,24.0321,6,15.0,2,2,N,not provided,0W-20,Derived 5-cycle label,N
2.5,4,28.9412,6,10.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
3.5,6,29.3593,10,10.0,2,2,Y,"Special Purpose Vehicle, minivan 2WD",0W-20,Derived 5-cycle label,N
,4,30.6029,9,10.0,2,2,Y,Small SUV 4WD,0W30,Derived 5-cycle label,N
5.0,8,25.3158,8,15.0,2,2,Y,Subcompact Cars,5W-30,Vehicle Specific 5-cycle label,N
2.0,4,29.9861,8,10.0,2,2,Y,Standard SUV 4WD,5W-30,Derived 5-cycle label,N
4.2,8,20.7276,10,10.0,2,2,Y,not provided,0W40,   ,N
1.6,4,73.5154,6,15.0,2,2,N,not provided,SAE 0W-20 API SN,Vehicle Specific 5-cycle label,N
2.0,4,32.6036,8,10.0,2,2,Y,not provided,5W-30,   ,N
1.4,4,39.409,6,10.0,2,2,Y,not provided,5W30,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
5.7,8,21.8785,8,10.0,1,1,Y,Standard Pick-up Trucks 4WD,SAE 5W-20,Derived 5-cycle label,N
3.0,6,31.0456,9,10.0,2,2,Y,Compact Cars,0W20,   ,N
3.5,6,34.5291,8,15.0,2,2,Y,not provided,0W-20,   ,N
3.7,6,27.1191,7,10.0,2,2,Y,Two Seaters,##-##,Derived 5-cycle label,
,8,22.0463,10,10.0,1,1,Y,Standard SUV 2WD,0W20,Derived 5-cycle label,N
3.0,6,28.4518,9,10.0,2,2,Y,Subcompact Cars,5W30,Derived 5-cycle label,N
3.0,6,30.074,8,10.0,2,2,Y,not provided,0W20,   ,N
5.0,8,23.8378,8,15.0,2,2,Y,Compact Cars,5W-30,   ,N
3.9,8,21.6621,7,10.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
3.3,6,25.6053,8,15.0,2,2,Y,not provided,5W30/ACEA A5,Derived 5-cycle label,N
4.6,8,21.2524,6,15.0,2,2,Y,Standard SUV 4WD,0W-20,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
1.8,4,72.9059,1,15.0,2,2,N,not provided,0W-16,   ,N
2.0,4,35.0701,5,15.0,2,2,N,not provided,GF-5 0W-20,   ,N
3.6,6,29.7207,8,10.0,2,2,Y,Standard Pick-up Trucks 2WD,SAE 5W20,Derived 5-cycle label,N
2.0,4,35.8387,8,10.0,2,2,Y,Subcompact Cars,##-##,Derived 5-cycle label,N
2.9,6,28.4304,8,10.0,2,2,N,not provided,0W40,Derived 5-cycle label,N
,6,28.647,8,15.0,2,2,Y,Small SUV 4WD,0W-20,Derived 5-cycle label,N
1.6,4,38.1647,7,15.0,2,2,N,Midsize Cars,SAE 5W-30 or GF-4,   ,N
5.3,8,22.4618,6,10.0,1,1,Y,not provided,0W20,Derived 5-cycle label,N
2.5,4,27.7121,5,10.0,2,2,N,not provided,SAE 5W-30,Derived 5-cycle label,
3.0,6,28.2413,7,15.0,2,2,Y,Subcompact Cars,SAE 0W-20,Derived 5-cycle label,
2.0,4,31.5676,9,10.0,2,2,Y,Subcompact Cars,5W30,Derived 5-cycle label,N
2.0,4,32.7223,10,10.0,2,2,Y,Small SUV 2WD,0W-20,Derived 5-cycle label,N
4.4,8,21.8324,8,10.0,2,2,Y,Midsize Cars,5W30,   ,N
3.0,6,28.0,6,10.0,2,2,N,Subcompact Cars,##-##,Derived 5-cycle label,N
3.6,6,28.4883,6,10.0,2,2,Y,not provided,5W30,   ,N
2.0,4,34.6193,6,15.0,2,2,Y,Small SUV 2WD,SAE 5W20,Derived 5-cycle label,N
3.0,6,31.795,8,15.0,2,2,Y,Subcompact Cars,##-##,Derived 5-cycle label,N
3.9,8,23.1248,7,10.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
2.5,4,29.0593,7,10.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
,8,21.2336,8,15.0,2,2,Y,Standard SUV 4WD,0W40 VW50200 / VW50500,Vehicle Specific 5-cycle label,N
3.3,6,25.7879,8,15.0,2,2,Y,not provided,5W30/ACEA A5,Derived 5-cycle label,N
,4,29.0977,9,15.0,2,2,Y,Small SUV 4WD,5W20 GF4,Derived 5-cycle label,N
3.8,6,26.2169,8,15.0,2,2,Y,not provided,5W30 ACEA A5,Derived 5-cycle label,N
,8,21.0553,6,10.0,1,1,Y,Standard SUV 4WD,0W20,Derived 5-cycle label,N
1.8,4,40.7121,6,10.0,2,2,N,not provided,SAE 0W-20,   ,
3.5,6,34.9101,8,15.0,2,2,Y,not provided,0W-20,   ,N
,4,35.042,8,15.0,2,2,Y,Small SUV 4WD,SAE 5W-30,Derived 5-cycle label,N
3.0,6,29.3442,8,10.0,2,2,N,not provided,0W40,Derived 5-cycle label,N
3.6,6,25.0576,8,15.0,2,2,Y,Standard SUV 4WD,0W30 VW50200 / VW50400,Derived 5-cycle label,N
,6,27.6408,9,10.0,2,2,Y,Standard SUV 2WD,5W30,Derived 5-cycle label,N
5.3,8,22.1009,6,85.0,1,1,Y,Standard Pick-up Trucks 2WD,0W20,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
3.5,6,32.1182,7,10.0,2,2,Y,not provided,SAE 0W-20,   ,
5.7,8,24.6535,8,10.0,1,1,Y,not provided,5W20,Derived 5-cycle label,N
2.0,4,32.7962,9,10.0,2,2,Y,not provided,0W30,   ,
2.0,4,34.9618,7,10.0,2,2,Y,Midsize Cars,SAE 0W-30,   ,
3.6,6,25.6914,8,10.0,2,2,Y,Compact Cars,5W30,Derived 5-cycle label,N
1.4,4,44.7073,5,10.0,2,2,N,Subcompact Cars,##-##,Derived 5-cycle label,N
2.0,4,43.0493,7,10.0,2,2,Y,Midsize Cars,0W-20,   ,N
5.2,10,18.7734,7,15.0,2,2,Y,Two Seaters,##-##,Vehicle Specific 5-cycle label,N
1.6,4,33.2406,6,15.0,2,2,N,Midsize Cars,SAE 5W-30 or GF-4,   ,N
2.0,4,39.7705,6,10.0,2,2,N,Midsize Cars,0W-20,   ,N
4.4,8,20.4771,7,10.0,2,2,N,Compact Cars,5W30,Derived 5-cycle label,N
3.0,6,29.7362,9,10.0,2,2,Y,Subcompact Cars,0W20,Derived 5-cycle label,N
2.7,4,27.3378,8,10.0,2,2,Y,not provided,5W30,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
2.0,4,31.8129,6,10.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
1.6,4,41.9301,5,10.0,2,2,N,Compact Cars,SAE 0W-20,   ,
,4,35.159,6,10.0,2,2,Y,Small SUV 4WD,GF-5 0W-20,Derived 5-cycle label,N
4.0,8,23.4348,7,10.0,2,2,Y,Two Seaters,##-##,Derived 5-cycle label,N
2.0,4,42.2552,6,15.0,2,2,N,Midsize Cars,5W20 or GF-4,   ,N
2.0,4,35.5758,8,15.0,2,2,Y,Small SUV 2WD,SAE 5W-30,Derived 5-cycle label,N
3.5,6,28.1896,6,15.0,2,2,Y,Subcompact Cars,0W-20,Derived 5-cycle label,N
5.0,8,23.0074,10,85.0,2,2,Y,Standard Pick-up Trucks 4WD,SAE 5W-20 / API SN Plus,Derived 5-cycle label,N
3.5,6,30.0241,8,15.0,2,2,Y,Subcompact Cars,0W-20,Derived 5-cycle label,N
5.3,8,22.169,6,10.0,1,1,Y,Standard Pick-up Trucks 4WD,0W20,Derived 5-cycle label,N
1.4,4,40.2141,6,10.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
,4,29.4795,6,15.0,2,2,Y,Small SUV 4WD,SAE 5W20,Derived 5-cycle label,N
1.5,4,48.4162,1,10.0,2,2,Y,Midsize Cars,0W-20,   ,N
1.4,4,38.4384,6,10.0,2,2,Y,Small SUV 2WD,0W20,Derived 5-cycle label,N
2.5,4,46.8427,8,15.0,2,2,Y,not provided,0W-16,   ,N
,4,43.4935,6,,2,2,Y,Small SUV 4WD,5W30,Derived 5-cycle label,N
2.5,4,31.5404,7,10.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
,8,21.6449,10,10.0,1,1,Y,Standard SUV 4WD,0W20,Derived 5-cycle label,N
5.3,8,22.2001,6,10.0,1,1,Y,Special Purpose Vehicle cab chassis,0W20,Derived 5-cycle label,N
1.8,4,38.6822,1,10.0,2,2,Y,not provided,0W-20,Derived 5-cycle label,N
5.3,8,21.2758,6,85.0,1,1,Y,Standard Pick-up Trucks 4WD,0W20,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
3.5,6,34.1058,8,15.0,2,2,Y,not provided,0W-20,   ,N
,4,30.9599,8,15.0,2,2,Y,Small SUV 4WD,5W-30 API SN Plus,Derived 5-cycle label,N
,6,26.2588,9,10.0,2,2,Y,Standard SUV 4WD,5W30,Derived 5-cycle label,N
6.6,12,17.6079,8,10.0,2,2,Y,not provided,5W30,Derived 5-cycle label,N
,4,35.0701,7,85.0,2,2,Y,Small SUV 4WD,5W30 / 225.10,Derived 5-cycle label,N
,4,29.2416,9,10.0,2,2,Y,Small SUV 4WD,5w-30,Derived 5-cycle label,N
,6,27.6332,8,15.0,2,2,Y,Standard SUV 4WD,5W40 VW 50200,Derived 5-cycle label,N
1.6,4,34.0893,6,15.0,2,2,N,not provided,5W30 ACEA AB/B5,Derived 5-cycle label,N
3.6,6,30.596999999999998,9,10.0,2,2,Y,Midsize Cars,5W30,   ,N
8.0,16,12.885,7,15.0,2,2,Y,Two Seaters,##-##,Vehicle Specific 5-cycle label,N
2.5,4,61.0979,6,15.0,2,2,N,not provided,0W-16,   ,N
3.0,6,29.8142,8,15.0,2,2,Y,Midsize Cars,5W20 GF4,   ,N
4.0,8,26.0591,9,10.0,2,2,Y,Subcompact Cars,5W40,Derived 5-cycle label,N
,4,33.4287,6,15.0,2,2,N,Small SUV 4WD,GF-5 0W-20,Derived 5-cycle label,N
1.8,4,31.7515,6,15.0,2,2,N,not provided,5W40 VW 50200,Vehicle Specific 5-cycle label,N
2.0,4,33.4741,8,10.0,2,2,Y,not provided,5W-30,Derived 5-cycle label,N
1.5,4,37.6647,9,10.0,2,2,Y,Small SUV 2WD,0W20,Derived 5-cycle label,N
4.4,8,25.7507,8,10.0,2,2,Y,Compact Cars,5W30,Derived 5-cycle label,N
2.0,4,34.3652,9,10.0,2,2,Y,Midsize Cars,5W30,   ,N
2.7,6,27.4348,10,15.0,2,2,Y,Standard Pick-up Trucks 4WD,5W-30 / API SN Plus,Derived 5-cycle label,N
3.9,8,21.3834,7,10.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
3.0,6,29.3392,7,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
,8,21.2821,10,10.0,1,1,Y,Standard SUV 4WD,0W20,Derived 5-cycle label,N
2.0,4,33.568000000000005,6,10.0,2,2,N,Compact Cars,0W20,Derived 5-cycle label,N
,6,26.2052,6,10.0,2,2,Y,Standard SUV 4WD,5W30,Derived 5-cycle label,N
,8,22.3094,6,10.0,1,1,Y,Standard SUV 4WD,0W20,Derived 5-cycle label,N
5.0,8,23.9701,8,15.0,2,2,Y,not provided,5W20 GF4,Derived 5-cycle label,N
4.0,8,27.4365,8,10.0,2,2,N,not provided,0W40,Derived 5-cycle label,N
2.0,4,39.5901,6,15.0,2,2,Y,not provided,0W20 VW50400,   ,N
3.0,6,31.8594,8,10.0,2,2,Y,Subcompact Cars,##-##,Derived 5-cycle label,N
2.5,4,35.3423,6,10.0,2,2,Y,not provided,GF-5 5W-30,   ,N
3.6,6,27.171999999999997,8,10.0,2,2,Y,Standard SUV 4WD,SAE 5W20,Derived 5-cycle label,N
2.0,4,62.2956,1,15.0,2,2,N,not provided,"0W-20, GF-5",   ,N
,4,29.7859,6,15.0,2,2,Y,Small SUV 4WD,SAE 5W20,Derived 5-cycle label,N
2.5,5,28.4436,7,15.0,2,2,N,Subcompact Cars,##-##,Vehicle Specific 5-cycle label,N
2.7,4,27.1955,8,10.0,2,2,Y,Standard Pick-up Trucks 4WD,5W30,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
,6,25.9024,8,15.0,2,2,Y,Small SUV 4WD,5W20 GF4,Derived 5-cycle label,N
3.5,6,21.444000000000003,6,15.0,2,2,Y,Special Purpose Vehicle 4WD,5W30 API SN Plus,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
3.5,6,28.1896,6,15.0,2,2,Y,Compact Cars,0W-20,   ,N
2.5,5,29.028000000000002,7,15.0,2,2,N,Subcompact Cars,##-##,Vehicle Specific 5-cycle label,N
,8,20.8399,7,10.0,2,2,Y,Standard SUV 2WD,SAE 0W-20,Derived 5-cycle label,
3.5,6,38.3395,10,15.0,2,2,N,Midsize Cars,0W-20,   ,N
,6,25.1322,6,10.0,2,2,N,Small SUV 4WD,SAE 5W20,Derived 5-cycle label,N
,6,27.0371,9,10.0,2,2,Y,Small SUV 4WD,5W20,Derived 5-cycle label,N
2.0,4,30.8976,10,10.0,2,2,Y,Small SUV 4WD,0W-20,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
3.0,6,31.1634,8,,2,2,Y,Standard SUV 4WD,5W-40,Derived 5-cycle label,N
2.0,4,35.071999999999996,6,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
3.6,6,24.215999999999998,8,85.0,2,2,Y,Standard Pick-up Trucks 4WD,5W20,Derived 5-cycle label,N
2.5,4,29.1864,6,15.0,2,2,Y,Special Purpose Vehicle 2WD,5W20 API SN Plus,Derived 5-cycle label,N
2.5,4,28.7166,6,10.0,2,2,Y,not provided,5W30,Derived 5-cycle label,N
2.8,4,30.8275,6,,2,2,Y,not provided,5W30,Derived 5-cycle label,N
,4,39.929,1,10.0,2,2,Y,Small SUV 4WD,0W-20,Derived 5-cycle label,N
2.5,4,62.9293,6,15.0,2,2,N,not provided,0W-16,   ,N
3.5,6,25.8921,6,15.0,2,2,Y,not provided,0W-20,Derived 5-cycle label,N
5.7,8,23.1399,6,10.0,1,1,N,Midsize Cars,5W20,   ,N
,6,27.8178,8,15.0,2,2,Y,Small SUV 4WD,5W-30 API SN Plus,Derived 5-cycle label,N
2.0,4,35.1208,8,10.0,2,2,Y,not provided,0W20,   ,N
2.0,4,42.9952,6,15.0,2,2,N,Compact Cars,0W-16,   ,N
2.0,4,37.1959,8,10.0,2,2,Y,Two Seaters,##-##,Derived 5-cycle label,N
1.6,4,43.7085,6,15.0,2,2,Y,Compact Cars,5W30,   ,N
3.0,6,27.8536,7,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
5.3,8,24.6374,8,10.0,1,1,Y,not provided,0W20,Derived 5-cycle label,N
,8,22.6486,6,85.0,1,1,Y,Standard SUV 2WD,0W20,Derived 5-cycle label,N
,4,31.6271,6,10.0,2,2,Y,Standard SUV 2WD,5W30,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
1.6,4,46.9736,1,10.0,2,2,Y,Compact Cars,SAE 0W-20,   ,N
3.0,6,28.6016,8,15.0,2,2,Y,not provided,0W20,   ,N
,8,22.3094,6,85.0,1,1,Y,Standard SUV 4WD,0W20,Derived 5-cycle label,N
1.5,4,49.3517,1,10.0,2,2,Y,not provided,0W-20,Vehicle Specific 5-cycle label,N
2.5,4,28.9412,6,10.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
4.0,6,24.0721,5,10.0,2,2,Y,not provided,SAE 5W-30,Derived 5-cycle label,
5.2,10,18.7734,7,15.0,2,2,Y,Two Seaters,##-##,Vehicle Specific 5-cycle label,N
5.0,8,22.9319,8,15.0,2,2,Y,not provided,5W20 API or ILSAC GF-4,Derived 5-cycle label,N
2.4,4,33.5096,9,10.0,2,2,Y,Small SUV 2WD,0w-20,Derived 5-cycle label,N
2.0,4,36.7251,8,10.0,2,2,Y,Midsize Cars,0W20,   ,N
2.0,4,33.3995,8,10.0,2,2,Y,Midsize Cars,5W30,   ,N
5.3,8,22.2001,6,10.0,1,1,Y,Special Purpose Vehicle cab chassis,0W20,Derived 5-cycle label,N
6.2,8,24.0765,6,10.0,1,1,N,Subcompact Cars,##-##,Derived 5-cycle label,N
6.2,8,19.0064,10,10.0,1,1,Y,Subcompact Cars,##-##,Vehicle Specific 5-cycle label,N
3.5,6,30.057,9,10.0,2,2,Y,Compact Cars,0W-20,Derived 5-cycle label,N
3.0,6,23.6588,8,10.0,2,2,Y,not provided,SAE 5W/40 API SL/CF,Derived 5-cycle label,N
3.5,6,34.2269,8,15.0,2,2,Y,Midsize Cars,0W-20,   ,N
1.6,4,37.1944,7,15.0,2,2,Y,not provided,5W30 ACEA AB/B5,Derived 5-cycle label,N
3.8,6,27.0436,7,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
2.0,4,45.6858,10,15.0,2,2,Y,Compact Cars,0W-16,   ,N
,6,27.2941,9,10.0,2,2,Y,Small SUV 4WD,5W30,Derived 5-cycle label,N
,4,31.125999999999998,9,15.0,2,2,Y,Small SUV 4WD,5W20 GF4,Derived 5-cycle label,N
1.4,4,39.5901,6,10.0,2,2,Y,Two Seaters,##-##,Derived 5-cycle label,N
3.0,6,24.1231,6,15.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
4.0,8,27.4365,8,10.0,2,2,N,not provided,0W40,Derived 5-cycle label,N
4.0,8,24.4395,8,10.0,2,2,N,not provided,0W40,Derived 5-cycle label,N
3.0,6,26.272,6,10.0,2,2,N,Subcompact Cars,##-##,Derived 5-cycle label,N
3.5,6,33.0868,8,15.0,2,2,Y,not provided,0W-20,   ,N
,4,32.0128,9,10.0,2,2,Y,Small SUV 4WD,0w-20,Derived 5-cycle label,N
,4,30.9599,8,15.0,2,2,Y,Small SUV 4WD,5W-30 API SN Plus,Derived 5-cycle label,N
2.5,4,24.8263,5,10.0,2,2,Y,not provided,SAE 5W-30,Derived 5-cycle label,
3.0,6,31.4646,8,10.0,2,2,Y,Midsize Cars,0W20,   ,N
4.0,8,22.5147,9,10.0,2,2,Y,not provided,5W40,   ,N
2.7,6,29.5811,8,15.0,2,2,Y,Small SUV 2WD,5W-30 API SN Plus,Derived 5-cycle label,N
4.4,8,26.8512,8,10.0,2,2,Y,Compact Cars,5W30,Derived 5-cycle label,N
2.5,4,28.7166,6,10.0,2,2,Y,not provided,5W30,Derived 5-cycle label,N
2.0,4,38.0502,6,15.0,2,2,Y,Subcompact Cars,0W20 VW50400,Vehicle Specific 5-cycle label,N
3.0,6,28.688000000000002,7,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
1.2,3,53.2096,1,10.0,2,2,Y,Compact Cars,0W20,   ,N
3.0,6,36.2051,7,10.0,2,2,Y,Small SUV 4WD,0W-20,Derived 5-cycle label,N
2.0,4,38.0111,6,10.0,2,2,Y,Minicompact Cars,##-##,Derived 5-cycle label,N
2.0,4,28.3608,6,15.0,2,2,N,Compact Cars,0W30 ACEA C2,   ,N
2.0,4,36.1381,10,10.0,2,2,Y,not provided,0W-20,Derived 5-cycle label,N
,4,36.9521,1,10.0,2,2,Y,Small SUV 4WD,SAE 0W-20,Derived 5-cycle label,
1.4,4,45.6084,8,15.0,2,2,Y,Compact Cars,0W20 VW 50800,   ,N
4.0,8,27.3561,9,10.0,2,2,Y,Compact Cars,5W40,   ,N
3.5,6,27.1315,6,15.0,2,2,Y,not provided,5W-20 API SN Plus,Derived 5-cycle label,N
2.0,4,30.5147,6,10.0,2,2,N,Compact Cars,GF-5 5W-30,   ,N
4.0,6,22.0596,5,85.0,2,2,Y,not provided,SAE 5W-30,Derived 5-cycle label,
4.0,8,22.0688,9,10.0,2,2,Y,Compact Cars,5W40,   ,N
3.0,6,23.5775,9,10.0,2,2,Y,Standard SUV 4WD,5W30 DC225.10,Derived 5-cycle label,N
3.5,6,24.4714,6,15.0,2,2,Y,not provided,5W-30 API SN Plus,Derived 5-cycle label,N
2.5,4,32.6311,6,15.0,2,2,Y,Midsize Cars,5W-20 API SN+,   ,N
3.3,6,28.6174,8,15.0,2,2,Y,Small SUV 2WD,5W30 ACEA A5,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
2.7,6,27.4644,10,15.0,2,2,Y,Standard Pick-up Trucks 4WD,5W-30 / API SN Plus,Derived 5-cycle label,N
2.0,4,34.3883,9,10.0,2,2,Y,Small SUV 2WD,5w-30,Derived 5-cycle label,N
2.7,6,27.4526,10,15.0,2,2,Y,Standard Pick-up Trucks 4WD,5W-30 / API SN Plus,Derived 5-cycle label,N
2.0,4,33.7023,9,10.0,2,2,Y,Small SUV 2WD,5W30,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
4.0,8,22.1453,9,10.0,2,2,Y,Compact Cars,5W40,   ,N
2.0,4,32.0049,8,15.0,2,2,Y,not provided,5W40,Vehicle Specific 5-cycle label,N
,4,31.3025,9,10.0,2,2,Y,Small SUV 4WD,0W30,Derived 5-cycle label,N
2.0,4,35.7817,8,10.0,2,2,Y,Subcompact Cars,##-##,Derived 5-cycle label,N
6.0,12,19.4822,7,10.0,2,1,Y,not provided,5W30 / 225.10,Vehicle Specific 5-cycle label,N
3.6,6,30.070999999999998,6,10.0,2,2,Y,not provided,GF-5 5W-30,   ,N
,4,28.1709,6,15.0,2,2,Y,Small SUV 4WD,5W30 API SN Plus,Derived 5-cycle label,N
1.6,4,31.4845,6,10.0,2,2,Y,Subcompact Cars,##-##,Derived 5-cycle label,N
1.4,4,43.8685,6,10.0,2,2,Y,Compact Cars,0W20,Derived 5-cycle label,N
5.0,8,18.9662,6,10.0,2,2,N,Subcompact Cars,5W50 synthetic,Vehicle Specific 5-cycle label,N
2.0,4,36.7994,7,10.0,2,2,Y,Small SUV 2WD,5W30 / 225.10,Derived 5-cycle label,N
2.7,6,29.2471,10,15.0,2,2,Y,not provided,5W-30 / API SN Plus,Derived 5-cycle label,N
2.4,4,33.0335,9,10.0,2,2,Y,Small SUV 2WD,0w-20,Derived 5-cycle label,N
5.0,8,23.0469,10,85.0,2,2,Y,Standard Pick-up Trucks 4WD,SAE 5W-20 / API SN Plus,Derived 5-cycle label,N
2.0,4,37.5418,8,10.0,2,2,Y,not provided,5W-30,   ,N
6.2,8,22.3833,7,10.0,1,1,N,Two Seaters,##-##,Derived 5-cycle label,N
3.6,6,29.8923,8,85.0,2,2,Y,not provided,5W20,Derived 5-cycle label,N
3.5,6,30.1043,8,15.0,2,2,Y,Small SUV 2WD,0W-20,Derived 5-cycle label,N
3.3,6,27.3816,8,15.0,2,2,Y,"Special Purpose Vehicle, minivan 2WD",5W30 ACEA A5,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
1.4,4,41.8187,6,15.0,2,2,N,Compact Cars,0W20 VW 50800,   ,N
,8,22.0463,10,10.0,1,1,Y,Standard SUV 2WD,0W20,Derived 5-cycle label,N
,4,32.6807,8,10.0,2,2,Y,Small SUV 4WD,0W20,Derived 5-cycle label,N
5.7,8,18.3691,6,15.0,2,2,Y,Standard SUV 4WD,0W-20,Derived 5-cycle label,N
5.2,12,22.8444,8,10.0,2,2,Y,Minicompact Cars,##-##,Derived 5-cycle label,Y
3.5,6,28.5768,8,15.0,2,2,Y,Midsize Cars,0W-20,   ,N
6.2,8,20.5596,10,10.0,1,1,Y,Standard SUV 4WD,0W20,Derived 5-cycle label,N
5.0,8,23.9349,8,15.0,2,2,Y,Compact Cars,0W20,   ,N
,4,41.3287,8,15.0,2,2,Y,Small SUV 4WD,0W-16,Derived 5-cycle label,N
4.7,8,26.430999999999997,9,10.0,2,2,Y,Two Seaters,##-##,Derived 5-cycle label,N
3.0,6,31.8594,8,10.0,2,2,Y,Subcompact Cars,##-##,Derived 5-cycle label,N
2.0,4,33.7761,8,10.0,2,2,Y,Small SUV 2WD,0W-30,Derived 5-cycle label,N
3.0,6,28.7377,9,10.0,2,2,Y,Compact Cars,5W30,   ,N
3.6,6,26.2857,8,10.0,2,2,Y,not provided,5W30,Derived 5-cycle label,N
3.0,6,31.8129,9,10.0,2,2,Y,not provided,0W20,   ,N
